#YEAR DOY HR  1
2013 195  1 30
2013 195  2 30
2013 195  3 30
2013 195  4 30
2013 195  5 30
2013 195  6 33
2013 195  7 33
2013 195  8 33
2013 195  9 37
2013 195 10 37
2013 195 11 37
2013 195 12 43
2013 195 13 43
2013 195 14 43
2013 195 15 40
2013 195 16 40
2013 195 17 40
2013 195 18 50
2013 195 19 50
2013 195 20 50
2013 195 21 40
2013 195 22 40
2013 195 23 40
2013 196  0 53
2013 196  1 53
2013 196  2 53
2013 196  3 50
2013 196  4 50
2013 196  5 50
2013 196  6 37
2013 196  7 37
2013 196  8 37
2013 196  9 37
2013 196 10 37
2013 196 11 37
2013 196 12 37
2013 196 13 37
2013 196 14 37
2013 196 15 23
2013 196 16 23
2013 196 17 23
2013 196 18 17
2013 196 19 17
2013 196 20 17
2013 196 21 17
2013 196 22 17
2013 196 23 17
2013 197  0  3
2013 197  1  3
2013 197  2  3
2013 197  3 10
2013 197  4 10
2013 197  5 10
2013 197  6 10
2013 197  7 10
2013 197  8 10
2013 197  9 10
2013 197 10 10
2013 197 11 10
2013 197 12 13
2013 197 13 13
2013 197 14 13
2013 197 15 10
2013 197 16 10
2013 197 17 10
2013 197 18 23
2013 197 19 23
2013 197 20 23
2013 197 21 10
2013 197 22 10
2013 197 23 10
2013 198  0  3
2013 198  1  3
2013 198  2  3
2013 198  3 10
2013 198  4 10
2013 198  5 10
2013 198  6 10
2013 198  7 10
2013 198  8 10
2013 198  9  3
2013 198 10  3
2013 198 11  3
2013 198 12  7
2013 198 13  7
2013 198 14  7
2013 198 15  7
2013 198 16  7
2013 198 17  7
2013 198 18 10
2013 198 19 10
2013 198 20 10
2013 198 21 17
2013 198 22 17
2013 198 23 17
2013 199  0 10
2013 199  1 10
2013 199  2 10
2013 199  3  3
2013 199  4  3
2013 199  5  3
2013 199  6 17
2013 199  7 17
2013 199  8 17
2013 199  9 20
2013 199 10 20
2013 199 11 20
2013 199 12 43
2013 199 13 43
2013 199 14 43
2013 199 15 47
2013 199 16 47
2013 199 17 47
2013 199 18 47
2013 199 19 47
2013 199 20 47
2013 199 21 23
2013 199 22 23
2013 199 23 23
2013 200  0 27
2013 200  1 27
2013 200  2 27
2013 200  3 27
2013 200  4 27
2013 200  5 27
2013 200  6 37
2013 200  7 37
2013 200  8 37
2013 200  9 27
2013 200 10 27
2013 200 11 27
2013 200 12 33
2013 200 13 33
2013 200 14 33
2013 200 15 27
2013 200 16 27
2013 200 17 27
2013 200 18 37
2013 200 19 37
2013 200 20 37
2013 200 21 27
2013 200 22 27
2013 200 23 27
2013 201  0 30
2013 201  1 30
2013 201  2 30
2013 201  3  7
2013 201  4  7
2013 201  5  7
2013 201  6 13
2013 201  7 13
2013 201  8 13
2013 201  9 10
2013 201 10 10
2013 201 11 10
2013 201 12  7
2013 201 13  7
2013 201 14  7
2013 201 15  3
2013 201 16  3
2013 201 17  3
2013 201 18  3
2013 201 19  3
2013 201 20  3
2013 201 21  7
2013 201 22  7
2013 201 23  7
2013 202  0  7
2013 202  1  7
2013 202  2  7
2013 202  3  7
2013 202  4  7
2013 202  5  7
2013 202  6  7
2013 202  7  7
2013 202  8  7
2013 202  9 10
2013 202 10 10
2013 202 11 10
2013 202 12 10
2013 202 13 10
2013 202 14 10
2013 202 15 10
2013 202 16 10
2013 202 17 10
2013 202 18 13
2013 202 19 13
2013 202 20 13
2013 202 21 13
2013 202 22 13
2013 202 23 13
2013 203  0  3
2013 203  1  3
2013 203  2  3
2013 203  3  3
2013 203  4  3
2013 203  5  3
2013 203  6  3
2013 203  7  3
2013 203  8  3
2013 203  9  7
2013 203 10  7
2013 203 11  7
2013 203 12 17
2013 203 13 17
2013 203 14 17
2013 203 15 17
2013 203 16 17
2013 203 17 17
2013 203 18 13
2013 203 19 13
2013 203 20 13
2013 203 21 27
2013 203 22 27
2013 203 23 27
2013 204  0 20
2013 204  1 20
2013 204  2 20
2013 204  3 13
2013 204  4 13
2013 204  5 13
2013 204  6  3
2013 204  7  3
2013 204  8  3
2013 204  9 10
2013 204 10 10
2013 204 11 10
2013 204 12  7
2013 204 13  7
2013 204 14  7
2013 204 15 10
2013 204 16 10
2013 204 17 10
2013 204 18 10
2013 204 19 10
2013 204 20 10
2013 204 21 13
2013 204 22 13
2013 204 23 13
2013 205  0 20
2013 205  1 20
2013 205  2 20
2013 205  3  7
2013 205  4  7
2013 205  5  7
2013 205  6  7
2013 205  7  7
2013 205  8  7
2013 205  9  3
2013 205 10  3
2013 205 11  3
2013 205 12 10
2013 205 13 10
2013 205 14 10
2013 205 15  7
2013 205 16  7
2013 205 17  7
2013 205 18 10
2013 205 19 10
2013 205 20 10
2013 205 21 13
2013 205 22 13
2013 205 23 13
2013 206  0  3
2013 206  1  3
2013 206  2  3
2013 206  3 10
2013 206  4 10
2013 206  5 10
2013 206  6  7
2013 206  7  7
2013 206  8  7
2013 206  9  7
2013 206 10  7
2013 206 11  7
2013 206 12 17
2013 206 13 17
2013 206 14 17
2013 206 15 37
2013 206 16 37
2013 206 17 37
2013 206 18 40
2013 206 19 40
2013 206 20 40
2013 206 21 40
2013 206 22 40
2013 206 23 40
2013 207  0 40
2013 207  1 40
2013 207  2 40
2013 207  3 33
2013 207  4 33
2013 207  5 33
2013 207  6 17
2013 207  7 17
2013 207  8 17
2013 207  9 17
2013 207 10 17
2013 207 11 17
2013 207 12 23
2013 207 13 23
2013 207 14 23
2013 207 15 23
2013 207 16 23
2013 207 17 23
2013 207 18 20
2013 207 19 20
2013 207 20 20
2013 207 21 17
2013 207 22 17
2013 207 23 17
2013 208  0 27
2013 208  1 27
2013 208  2 27
2013 208  3 17
2013 208  4 17
2013 208  5 17
2013 208  6 13
2013 208  7 13
2013 208  8 13
2013 208  9 23
2013 208 10 23
2013 208 11 23
2013 208 12 27
2013 208 13 27
2013 208 14 27
2013 208 15 23
2013 208 16 23
2013 208 17 23
2013 208 18 27
2013 208 19 27
2013 208 20 27
2013 208 21 23
2013 208 22 23
2013 208 23 23
2013 209  0 20
2013 209  1 20
2013 209  2 20
2013 209  3 23
2013 209  4 23
2013 209  5 23
2013 209  6 10
2013 209  7 10
2013 209  8 10
2013 209  9 10
2013 209 10 10
2013 209 11 10
2013 209 12  7
2013 209 13  7
2013 209 14  7
2013 209 15 10
2013 209 16 10
2013 209 17 10
2013 209 18 17
2013 209 19 17
2013 209 20 17
2013 209 21 23
2013 209 22 23
2013 209 23 23
2013 210  0 13
2013 210  1 13
2013 210  2 13
2013 210  3 17
2013 210  4 17
2013 210  5 17
2013 210  6 13
2013 210  7 13
2013 210  8 13
2013 210  9 10
2013 210 10 10
2013 210 11 10
2013 210 12 20
2013 210 13 20
2013 210 14 20
2013 210 15  7
2013 210 16  7
2013 210 17  7
2013 210 18  3
2013 210 19  3
2013 210 20  3
2013 210 21 10
2013 210 22 10
2013 210 23 10
2013 211  0  7
2013 211  1  7
2013 211  2  7
2013 211  3 13
2013 211  4 13
2013 211  5 13
2013 211  6 10
2013 211  7 10
2013 211  8 10
2013 211  9 10
2013 211 10 10
2013 211 11 10
2013 211 12 20
2013 211 13 20
2013 211 14 20
2013 211 15 10
2013 211 16 10
2013 211 17 10
2013 211 18 13
2013 211 19 13
2013 211 20 13
2013 211 21 17
2013 211 22 17
2013 211 23 17
2013 212  0 20
2013 212  1 20
2013 212  2 20
2013 212  3 10
2013 212  4 10
2013 212  5 10
2013 212  6  0
2013 212  7  0
2013 212  8  0
2013 212  9  7
2013 212 10  7
2013 212 11  7
2013 212 12 10
2013 212 13 10
2013 212 14 10
2013 212 15 10
2013 212 16 10
2013 212 17 10
2013 212 18 13
2013 212 19 13
2013 212 20 13
2013 212 21  7
2013 212 22  7
2013 212 23  7
2013 213  0 13
2013 213  1 13
2013 213  2 13
2013 213  3 17
2013 213  4 17
2013 213  5 17
2013 213  6  7
2013 213  7  7
2013 213  8  7
2013 213  9 10
2013 213 10 10
2013 213 11 10
2013 213 12 13
2013 213 13 13
2013 213 14 13
2013 213 15 20
2013 213 16 20
2013 213 17 20
2013 213 18  3
2013 213 19  3
2013 213 20  3
2013 213 21  0
2013 213 22  0
2013 213 23  0
2013 214  0  3
2013 214  1  3
2013 214  2  3
2013 214  3  7
2013 214  4  7
2013 214  5  7
2013 214  6  3
2013 214  7  3
2013 214  8  3
2013 214  9  7
2013 214 10  7
2013 214 11  7
2013 214 12  3
2013 214 13  3
2013 214 14  3
2013 214 15 10
2013 214 16 10
2013 214 17 10
2013 214 18  7
2013 214 19  7
2013 214 20  7
2013 214 21  0
2013 214 22  0
2013 214 23  0
2013 215  0  7
2013 215  1  7
2013 215  2  7
2013 215  3  3
2013 215  4  3
2013 215  5  3
2013 215  6  3
2013 215  7  3
2013 215  8  3
2013 215  9  3
2013 215 10  3
2013 215 11  3
2013 215 12 10
2013 215 13 10
2013 215 14 10
2013 215 15  7
2013 215 16  7
2013 215 17  7
2013 215 18 13
2013 215 19 13
2013 215 20 13
2013 215 21 20
2013 215 22 20
2013 215 23 20
2013 216  0 13
2013 216  1 13
2013 216  2 13
2013 216  3 10
2013 216  4 10
2013 216  5 10
2013 216  6 23
2013 216  7 23
2013 216  8 23
2013 216  9 23
2013 216 10 23
2013 216 11 23
2013 216 12 13
2013 216 13 13
2013 216 14 13
2013 216 15 47
2013 216 16 47
2013 216 17 47
2013 216 18 37
2013 216 19 37
2013 216 20 37
2013 216 21 40
2013 216 22 40
2013 216 23 40
2013 217  0 43
2013 217  1 43
2013 217  2 43
2013 217  3 37
2013 217  4 37
2013 217  5 37
2013 217  6 23
2013 217  7 23
2013 217  8 23
2013 217  9 27
2013 217 10 27
2013 217 11 27
2013 217 12 20
2013 217 13 20
2013 217 14 20
2013 217 15 23
2013 217 16 23
2013 217 17 23
2013 217 18 27
2013 217 19 27
2013 217 20 27
2013 217 21 23
2013 217 22 23
2013 217 23 23
2013 218  0 20
2013 218  1 20
2013 218  2 20
2013 218  3 13
2013 218  4 13
2013 218  5 13
2013 218  6 17
2013 218  7 17
2013 218  8 17
2013 218  9 13
2013 218 10 13
2013 218 11 13
2013 218 12 13
2013 218 13 13
2013 218 14 13
2013 218 15  3
2013 218 16  3
2013 218 17  3
2013 218 18 10
2013 218 19 10
2013 218 20 10
2013 218 21 17
2013 218 22 17
2013 218 23 17
2013 219  0 13
2013 219  1 13
2013 219  2 13
2013 219  3 10
2013 219  4 10
2013 219  5 10
2013 219  6 13
2013 219  7 13
2013 219  8 13
2013 219  9  3
2013 219 10  3
2013 219 11  3
2013 219 12  7
2013 219 13  7
2013 219 14  7
2013 219 15  3
2013 219 16  3
2013 219 17  3
2013 219 18  7
2013 219 19  7
2013 219 20  7
2013 219 21  0
2013 219 22  0
2013 219 23  0
2013 220  0  3
2013 220  1  3
2013 220  2  3
2013 220  3  3
2013 220  4  3
2013 220  5  3
2013 220  6 10
2013 220  7 10
2013 220  8 10
2013 220  9  3
2013 220 10  3
2013 220 11  3
2013 220 12  7
2013 220 13  7
2013 220 14  7
2013 220 15  7
2013 220 16  7
2013 220 17  7
2013 220 18 10
2013 220 19 10
2013 220 20 10
2013 220 21 17
2013 220 22 17
2013 220 23 17
2013 221  0  7
2013 221  1  7
2013 221  2  7
2013 221  3 20
2013 221  4 20
2013 221  5 20
2013 221  6 17
2013 221  7 17
2013 221  8 17
2013 221  9 20
2013 221 10 20
2013 221 11 20
2013 221 12 20
2013 221 13 20
2013 221 14 20
2013 221 15 10
2013 221 16 10
2013 221 17 10
2013 221 18 23
2013 221 19 23
2013 221 20 23
2013 221 21 13
2013 221 22 13
2013 221 23 13
2013 222  0 10
2013 222  1 10
2013 222  2 10
2013 222  3 13
2013 222  4 13
2013 222  5 13
2013 222  6 17
2013 222  7 17
2013 222  8 17
2013 222  9 17
2013 222 10 17
2013 222 11 17
2013 222 12 23
2013 222 13 23
2013 222 14 23
2013 222 15  7
2013 222 16  7
2013 222 17  7
2013 222 18 10
2013 222 19 10
2013 222 20 10
2013 222 21 10
2013 222 22 10
2013 222 23 10
2013 223  0 10
2013 223  1 10
2013 223  2 10
2013 223  3 10
2013 223  4 10
2013 223  5 10
2013 223  6 10
2013 223  7 10
2013 223  8 10
2013 223  9 13
2013 223 10 13
2013 223 11 13
2013 223 12 13
2013 223 13 13
2013 223 14 13
2013 223 15 10
2013 223 16 10
2013 223 17 10
2013 223 18  7
2013 223 19  7
2013 223 20  7
2013 223 21 10
2013 223 22 10
2013 223 23 10
2013 224  0 10
2013 224  1 10
2013 224  2 10
2013 224  3  3
2013 224  4  3
2013 224  5  3
2013 224  6  3
2013 224  7  3
2013 224  8  3
2013 224  9  7
2013 224 10  7
2013 224 11  7
2013 224 12  7
2013 224 13  7
2013 224 14  7
2013 224 15 10
2013 224 16 10
2013 224 17 10
2013 224 18 17
2013 224 19 17
2013 224 20 17
2013 224 21 30
2013 224 22 30
2013 224 23 30
2013 225  0 20
2013 225  1 20
2013 225  2 20
2013 225  3  3
2013 225  4  3
2013 225  5  3
2013 225  6  3
2013 225  7  3
2013 225  8  3
2013 225  9 20
2013 225 10 20
2013 225 11 20
2013 225 12 13
2013 225 13 13
2013 225 14 13
2013 225 15 33
2013 225 16 33
2013 225 17 33
2013 225 18 30
2013 225 19 30
2013 225 20 30
2013 225 21 23
2013 225 22 23
2013 225 23 23
2013 226  0 37
2013 226  1 37
2013 226  2 37
2013 226  3 30
2013 226  4 30
2013 226  5 30
2013 226  6 17
2013 226  7 17
2013 226  8 17
2013 226  9  3
2013 226 10  3
2013 226 11  3
2013 226 12 10
2013 226 13 10
2013 226 14 10
2013 226 15 13
2013 226 16 13
2013 226 17 13
2013 226 18 23
2013 226 19 23
2013 226 20 23
2013 226 21 30
2013 226 22 30
2013 226 23 30
2013 227  0 37
2013 227  1 37
2013 227  2 37
2013 227  3 23
2013 227  4 23
2013 227  5 23
2013 227  6 20
2013 227  7 20
2013 227  8 20
2013 227  9 27
2013 227 10 27
2013 227 11 27
2013 227 12 27
2013 227 13 27
2013 227 14 27
2013 227 15 37
2013 227 16 37
2013 227 17 37
2013 227 18 17
2013 227 19 17
2013 227 20 17
2013 227 21 33
2013 227 22 33
2013 227 23 33
2013 228  0 37
2013 228  1 37
2013 228  2 37
2013 228  3 53
2013 228  4 53
2013 228  5 53
2013 228  6 33
2013 228  7 33
2013 228  8 33
2013 228  9 23
2013 228 10 23
2013 228 11 23
2013 228 12 43
2013 228 13 43
2013 228 14 43
2013 228 15 43
2013 228 16 43
2013 228 17 43
2013 228 18 33
2013 228 19 33
2013 228 20 33
2013 228 21 33
2013 228 22 33
2013 228 23 33
2013 229  0 23
2013 229  1 23
2013 229  2 23
2013 229  3 23
2013 229  4 23
2013 229  5 23
2013 229  6 23
2013 229  7 23
2013 229  8 23
2013 229  9 13
2013 229 10 13
2013 229 11 13
2013 229 12 20
2013 229 13 20
2013 229 14 20
2013 229 15 17
2013 229 16 17
2013 229 17 17
2013 229 18 13
2013 229 19 13
2013 229 20 13
2013 229 21 17
2013 229 22 17
2013 229 23 17
2013 230  0 17
2013 230  1 17
2013 230  2 17
2013 230  3  7
2013 230  4  7
2013 230  5  7
2013 230  6 20
2013 230  7 20
2013 230  8 20
2013 230  9 13
2013 230 10 13
2013 230 11 13
2013 230 12 13
2013 230 13 13
2013 230 14 13
2013 230 15 17
2013 230 16 17
2013 230 17 17
2013 230 18 20
2013 230 19 20
2013 230 20 20
2013 230 21 10
2013 230 22 10
2013 230 23 10
2013 231  0 17
2013 231  1 17
2013 231  2 17
2013 231  3 13
2013 231  4 13
2013 231  5 13
2013 231  6  7
2013 231  7  7
2013 231  8  7
2013 231  9  7
2013 231 10  7
2013 231 11  7
2013 231 12 13
2013 231 13 13
2013 231 14 13
2013 231 15 13
2013 231 16 13
2013 231 17 13
2013 231 18  7
2013 231 19  7
2013 231 20  7
2013 231 21  7
2013 231 22  7
2013 231 23  7
2013 232  0  7
2013 232  1  7
2013 232  2  7
2013 232  3  0
2013 232  4  0
2013 232  5  0
2013 232  6  3
2013 232  7  3
2013 232  8  3
2013 232  9  7
2013 232 10  7
2013 232 11  7
2013 232 12  3
2013 232 13  3
2013 232 14  3
2013 232 15  7
2013 232 16  7
2013 232 17  7
2013 232 18  7
2013 232 19  7
2013 232 20  7
2013 232 21 23
2013 232 22 23
2013 232 23 23
2013 233  0 23
2013 233  1 23
2013 233  2 23
2013 233  3 37
2013 233  4 37
2013 233  5 37
2013 233  6 23
2013 233  7 23
2013 233  8 23
2013 233  9 30
2013 233 10 30
2013 233 11 30
2013 233 12 30
2013 233 13 30
2013 233 14 30
2013 233 15 33
2013 233 16 33
2013 233 17 33
2013 233 18 40
2013 233 19 40
2013 233 20 40
2013 233 21 43
2013 233 22 43
2013 233 23 43
2013 234  0 37
2013 234  1 37
2013 234  2 37
2013 234  3 37
2013 234  4 37
2013 234  5 37
2013 234  6 23
2013 234  7 23
2013 234  8 23
2013 234  9 13
2013 234 10 13
2013 234 11 13
2013 234 12 17
2013 234 13 17
2013 234 14 17
2013 234 15 17
2013 234 16 17
2013 234 17 17
2013 234 18 30
2013 234 19 30
2013 234 20 30
2013 234 21 37
2013 234 22 37
2013 234 23 37
2013 235  0 43
2013 235  1 43
2013 235  2 43
2013 235  3 30
2013 235  4 30
2013 235  5 30
2013 235  6 33
2013 235  7 33
2013 235  8 33
2013 235  9 27
2013 235 10 27
2013 235 11 27
2013 235 12 20
2013 235 13 20
2013 235 14 20
2013 235 15 27
2013 235 16 27
2013 235 17 27
2013 235 18 27
2013 235 19 27
2013 235 20 27
2013 235 21 23
2013 235 22 23
2013 235 23 23
2013 236  0 23
2013 236  1 23
2013 236  2 23
2013 236  3 17
2013 236  4 17
2013 236  5 17
2013 236  6 17
2013 236  7 17
2013 236  8 17
2013 236  9 17
2013 236 10 17
2013 236 11 17
2013 236 12 23
2013 236 13 23
2013 236 14 23
2013 236 15 13
2013 236 16 13
2013 236 17 13
2013 236 18 20
2013 236 19 20
2013 236 20 20
2013 236 21 10
2013 236 22 10
2013 236 23 10
2013 237  0 10
2013 237  1 10
2013 237  2 10
2013 237  3 17
2013 237  4 17
2013 237  5 17
2013 237  6 13
2013 237  7 13
2013 237  8 13
2013 237  9 17
2013 237 10 17
2013 237 11 17
2013 237 12 20
2013 237 13 20
2013 237 14 20
2013 237 15 20
2013 237 16 20
2013 237 17 20
2013 237 18  7
2013 237 19  7
2013 237 20  7
2013 237 21 13
2013 237 22 13
2013 237 23 13
2013 238  0 20
2013 238  1 20
2013 238  2 20
2013 238  3 10
2013 238  4 10
2013 238  5 10
2013 238  6 10
2013 238  7 10
2013 238  8 10
2013 238  9 10
2013 238 10 10
2013 238 11 10
2013 238 12 10
2013 238 13 10
2013 238 14 10
2013 238 15  7
2013 238 16  7
2013 238 17  7
2013 238 18 17
2013 238 19 17
2013 238 20 17
2013 238 21 20
2013 238 22 20
2013 238 23 20
2013 239  0 27
2013 239  1 27
2013 239  2 27
2013 239  3  7
2013 239  4  7
2013 239  5  7
2013 239  6  3
2013 239  7  3
2013 239  8  3
2013 239  9 13
2013 239 10 13
2013 239 11 13
2013 239 12 30
2013 239 13 30
2013 239 14 30
2013 239 15 30
2013 239 16 30
2013 239 17 30
2013 239 18 50
2013 239 19 50
2013 239 20 50
2013 239 21 43
2013 239 22 43
2013 239 23 43
2013 240  0 40
2013 240  1 40
2013 240  2 40
2013 240  3 30
2013 240  4 30
2013 240  5 30
2013 240  6 20
2013 240  7 20
2013 240  8 20
2013 240  9 13
2013 240 10 13
2013 240 11 13
2013 240 12 17
2013 240 13 17
2013 240 14 17
2013 240 15 13
2013 240 16 13
2013 240 17 13
2013 240 18  7
2013 240 19  7
2013 240 20  7
2013 240 21 10
2013 240 22 10
2013 240 23 10
2013 241  0  3
2013 241  1  3
2013 241  2  3
2013 241  3  0
2013 241  4  0
2013 241  5  0
2013 241  6  3
2013 241  7  3
2013 241  8  3
2013 241  9  3
2013 241 10  3
2013 241 11  3
2013 241 12  3
2013 241 13  3
2013 241 14  3
2013 241 15  7
2013 241 16  7
2013 241 17  7
2013 241 18  7
2013 241 19  7
2013 241 20  7
2013 241 21  3
2013 241 22  3
2013 241 23  3
2013 242  0  0
2013 242  1  0
2013 242  2  0
2013 242  3  0
2013 242  4  0
2013 242  5  0
2013 242  6 10
2013 242  7 10
2013 242  8 10
2013 242  9 20
2013 242 10 20
2013 242 11 20
2013 242 12 20
2013 242 13 20
2013 242 14 20
2013 242 15 17
2013 242 16 17
2013 242 17 17
2013 242 18 23
2013 242 19 23
2013 242 20 23
2013 242 21 40
2013 242 22 40
2013 242 23 40
2013 243  0 40
2013 243  1 40
2013 243  2 40
2013 243  3 27
2013 243  4 27
2013 243  5 27
2013 243  6 30
2013 243  7 30
2013 243  8 30
2013 243  9 23
2013 243 10 23
2013 243 11 23
2013 243 12 27
2013 243 13 27
2013 243 14 27
2013 243 15 17
2013 243 16 17
2013 243 17 17
2013 243 18  3
2013 243 19  3
2013 243 20  3
2013 243 21 23
2013 243 22 23
2013 243 23 23
2013 244  0 33
2013 244  1 33
2013 244  2 33
2013 244  3 20
2013 244  4 20
2013 244  5 20
2013 244  6 23
2013 244  7 23
2013 244  8 23
2013 244  9 13
2013 244 10 13
2013 244 11 13
2013 244 12 27
2013 244 13 27
2013 244 14 27
2013 244 15 20
2013 244 16 20
2013 244 17 20
2013 244 18 23
2013 244 19 23
2013 244 20 23
2013 244 21 23
2013 244 22 23
2013 244 23 23
2013 245  0 13
2013 245  1 13
2013 245  2 13
2013 245  3 33
2013 245  4 33
2013 245  5 33
2013 245  6 33
2013 245  7 33
2013 245  8 33
2013 245  9 20
2013 245 10 20
2013 245 11 20
2013 245 12 27
2013 245 13 27
2013 245 14 27
2013 245 15 17
2013 245 16 17
2013 245 17 17
2013 245 18 13
2013 245 19 13
2013 245 20 13
2013 245 21  7
2013 245 22  7
2013 245 23  7
2013 246  0 13
2013 246  1 13
2013 246  2 13
2013 246  3  3
2013 246  4  3
2013 246  5  3
2013 246  6 10
2013 246  7 10
2013 246  8 10
2013 246  9 17
2013 246 10 17
2013 246 11 17
2013 246 12 20
2013 246 13 20
2013 246 14 20
2013 246 15 10
2013 246 16 10
2013 246 17 10
2013 246 18 17
2013 246 19 17
2013 246 20 17
2013 246 21 33
2013 246 22 33
2013 246 23 33
2013 247  0 20
2013 247  1 20
2013 247  2 20
2013 247  3  7
2013 247  4  7
2013 247  5  7
2013 247  6 10
2013 247  7 10
2013 247  8 10
2013 247  9 17
2013 247 10 17
2013 247 11 17
2013 247 12 13
2013 247 13 13
2013 247 14 13
2013 247 15  7
2013 247 16  7
2013 247 17  7
2013 247 18 17
2013 247 19 17
2013 247 20 17
2013 247 21 13
2013 247 22 13
2013 247 23 13
2013 248  0  0
2013 248  1  0
2013 248  2  0
2013 248  3  0
2013 248  4  0
2013 248  5  0
2013 248  6  0
2013 248  7  0
2013 248  8  0
2013 248  9 17
2013 248 10 17
2013 248 11 17
2013 248 12  7
2013 248 13  7
2013 248 14  7
2013 248 15  7
2013 248 16  7
2013 248 17  7
2013 248 18 10
2013 248 19 10
2013 248 20 10
2013 248 21  7
2013 248 22  7
2013 248 23  7
2013 249  0 13
2013 249  1 13
2013 249  2 13
2013 249  3 13
2013 249  4 13
2013 249  5 13
2013 249  6  7
2013 249  7  7
2013 249  8  7
2013 249  9 10
2013 249 10 10
2013 249 11 10
2013 249 12 10
2013 249 13 10
2013 249 14 10
2013 249 15  7
2013 249 16  7
2013 249 17  7
2013 249 18 20
2013 249 19 20
2013 249 20 20
2013 249 21 17
2013 249 22 17
2013 249 23 17
2013 250  0  3
2013 250  1  3
2013 250  2  3
2013 250  3 10
2013 250  4 10
2013 250  5 10
2013 250  6 10
2013 250  7 10
2013 250  8 10
2013 250  9  7
2013 250 10  7
2013 250 11  7
2013 250 12  7
2013 250 13  7
2013 250 14  7
2013 250 15  3
2013 250 16  3
2013 250 17  3
2013 250 18  3
2013 250 19  3
2013 250 20  3
2013 250 21  7
2013 250 22  7
2013 250 23  7
2013 251  0 17
2013 251  1 17
2013 251  2 17
2013 251  3 30
2013 251  4 30
2013 251  5 30
2013 251  6 13
2013 251  7 13
2013 251  8 13
2013 251  9 10
2013 251 10 10
2013 251 11 10
2013 251 12 17
2013 251 13 17
2013 251 14 17
2013 251 15 13
2013 251 16 13
2013 251 17 13
2013 251 18  7
2013 251 19  7
2013 251 20  7
2013 251 21  0
2013 251 22  0
2013 251 23  0
2013 252  0  0
2013 252  1  0
2013 252  2  0
2013 252  3 10
2013 252  4 10
2013 252  5 10
2013 252  6 13
2013 252  7 13
2013 252  8 13
2013 252  9 10
2013 252 10 10
2013 252 11 10
2013 252 12  3
2013 252 13  3
2013 252 14  3
2013 252 15  3
2013 252 16  3
2013 252 17  3
2013 252 18  7
2013 252 19  7
2013 252 20  7
2013 252 21  3
2013 252 22  3
2013 252 23  3
2013 253  0  0
2013 253  1  0
2013 253  2  0
2013 253  3  0
2013 253  4  0
2013 253  5  0
2013 253  6  0
2013 253  7  0
2013 253  8  0
2013 253  9 23
2013 253 10 23
2013 253 11 23
2013 253 12 23
2013 253 13 23
2013 253 14 23
2013 253 15 27
2013 253 16 27
2013 253 17 27
2013 253 18 27
2013 253 19 27
2013 253 20 27
2013 253 21 23
2013 253 22 23
2013 253 23 23
2013 254  0 17
2013 254  1 17
2013 254  2 17
2013 254  3  3
2013 254  4  3
2013 254  5  3
2013 254  6  7
2013 254  7  7
2013 254  8  7
2013 254  9 17
2013 254 10 17
2013 254 11 17
2013 254 12 17
2013 254 13 17
2013 254 14 17
2013 254 15 10
2013 254 16 10
2013 254 17 10
2013 254 18 17
2013 254 19 17
2013 254 20 17
2013 254 21 17
2013 254 22 17
2013 254 23 17
2013 255  0 23
2013 255  1 23
2013 255  2 23
2013 255  3  3
2013 255  4  3
2013 255  5  3
2013 255  6 13
2013 255  7 13
2013 255  8 13
2013 255  9 13
2013 255 10 13
2013 255 11 13
2013 255 12 10
2013 255 13 10
2013 255 14 10
2013 255 15 13
2013 255 16 13
2013 255 17 13
2013 255 18 20
2013 255 19 20
2013 255 20 20
2013 255 21 27
2013 255 22 27
2013 255 23 27
2013 256  0 30
2013 256  1 30
2013 256  2 30
2013 256  3 17
2013 256  4 17
2013 256  5 17
2013 256  6 20
2013 256  7 20
2013 256  8 20
2013 256  9 13
2013 256 10 13
2013 256 11 13
2013 256 12 20
2013 256 13 20
2013 256 14 20
2013 256 15 37
2013 256 16 37
2013 256 17 37
2013 256 18 23
2013 256 19 23
2013 256 20 23
2013 256 21 10
2013 256 22 10
2013 256 23 10
2013 257  0 17
2013 257  1 17
2013 257  2 17
2013 257  3 17
2013 257  4 17
2013 257  5 17
2013 257  6 23
2013 257  7 23
2013 257  8 23
2013 257  9 13
2013 257 10 13
2013 257 11 13
2013 257 12 13
2013 257 13 13
2013 257 14 13
2013 257 15  3
2013 257 16  3
2013 257 17  3
2013 257 18 10
2013 257 19 10
2013 257 20 10
2013 257 21  7
2013 257 22  7
2013 257 23  7
2013 258  0 13
2013 258  1 13
2013 258  2 13
2013 258  3  0
2013 258  4  0
2013 258  5  0
2013 258  6  0
2013 258  7  0
2013 258  8  0
2013 258  9  0
2013 258 10  0
2013 258 11  0
2013 258 12  0
2013 258 13  0
2013 258 14  0
2013 258 15  7
2013 258 16  7
2013 258 17  7
2013 258 18  7
2013 258 19  7
2013 258 20  7
2013 258 21 10
2013 258 22 10
2013 258 23 10
2013 259  0 17
2013 259  1 17
2013 259  2 17
2013 259  3  7
2013 259  4  7
2013 259  5  7
2013 259  6 13
2013 259  7 13
2013 259  8 13
2013 259  9 10
2013 259 10 10
2013 259 11 10
2013 259 12  7
2013 259 13  7
2013 259 14  7
2013 259 15  7
2013 259 16  7
2013 259 17  7
2013 259 18  3
